QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USPSRA.072612.R95","Christian (include volunteers of:  Protestant, Church of Christ, Trinity Church, Baptist, Methodists, etc.)","45","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Jewish","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Muslim (include Islam/Islamic)","16","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Buddhist","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Hindu","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Atheist","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Agnostic","*","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Something else","1","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Don't know","36","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
"USPSRA.072612.R95","Refused","1","Now, thinking about Barack Obama's religious beliefs...Do you happen to know what Barack Obama's religion is?  Is he Christian, Jewish, Muslim, Buddhist, Hindu, atheist, agnostic, or something else?","* = less than .5%.","","07/26/2012","Princeton Survey Research Associates International","Pew Research Center for the People & the Press, Pew Forum on Religion & Public Life","Pew Research Center for the People & the Press/Pew Forum on Religion & Public Life Religion & Politics Survey","06/28/2012","07/09/2012","Y","national adult","2973","telephone","1771 respondents were interviewed on a landline telephone, and 1202 were interviewed on a cell phone, including 596 who had no landline telephone.  The questions in this report were developed in consultation with Religion and Ethics NewsWeekly.  In partnership with Religion and Ethics NewsWeekly the Pew Forum conducted an additional 511 interviews with religiously unaffiliated adults to produce a total sample of 958 unaffiliated respondents.  The additional 511 interviews were conducted June 28-July 10, 2012 with religiously unaffiliated adults recruited by screening respondents from a fresh sample of landline and cell phone (261 interviews), and by recontacting respondents from recent surveys who had identified themselves as religiously unaffiliated (250 interviews).  These interviews are not used in the results reported for the general public here." 
